Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
2023,It,st,As,20.0,16.0,86.617,0.0,Finished,51.0,20.0,25.667,Rain,5.0,87,0.45,1.0,1
2024,Au,ke,,,,,,DNF,,7.0,18.301,No rain,17.76,67,0.89,0.0,2
2021,Sa,le,Fe,4.0,7.0,91.601,6.0,Finished,50.0,10.0,20.531,No rain,26.03,53,2.06,0.0,2
2023,Be,ha,Me,3.0,4.0,107.305,13.0,Finished,44.0,12.0,23.090,Rain,-1.91,100,2.57,0.0,2
2021,Du,ve,As,15.0,13.0,73.958,0.0,+2 Laps,70.0,10.0,18.664,No rain,1.59,88,3.6,0.0,2
2021,Sp,ga,Al,12.0,10.0,81.375,1.0,+1 Lap,65.0,18.0,28.042,No rain,9.61,85,3.09,0.0,2
2023,Ba,oc,Al,9.0,18.0,96.797,0.0,DNF,41.0,15.0,41.462,No rain,21.05,72,5.45,0.0,2
2023,Hu,ri,Al,13.0,13.0,83.934,0.0,+1 Lap,69.0,18.0,21.958,No rain,1.26,70,3.09,0.0,2
2024,Qa,pe,,,,,,DNF,,,,No rain,20.97,72,3.43,0.0,0
2021,Az,ri,Mc,13.0,9.0,105.713,2.0,Finished,51.0,11.0,20.082,Rain,4.97,75,12.35,0.0,1
2021,Tu,ga,Al,4.0,6.0,92.814,8.0,Finished,58.0,39.0,29.310,No rain,5.73,65,4.63,0.0,1
2022,Si,ma,,,,,,DNF,,35.0,29.407,No rain,26.92,87,1.03,0.0,2
2019,Ch,ru,Wi,17.0,16.0,97.283,0.0,+2 Laps,54.0,22.0,24.332,No rain,2.99,75,4.0,0.0,1
2019,It,ve,Fe,4.0,13.0,82.799,0.0,+1 Lap,52.0,41.0,24.376,Rain,5.0,87,0.45,1.0,3
2021,Hu,ra,,,,,,DNF,,3.0,35.451,No rain,1.26,70,3.09,0.0,2
2020,Tu,gr,Ha,15.0,12.0,82.263,0.0,Finished,59.0,7.0,24.781,No rain,5.13,81,2.59,0.0,2
2024,Be,ri,RB,13.0,10.0,107.435,1.0,Finished,44.0,21.0,22.328,Rain,-1.91,100,2.57,0.0,2
2021,Po,le,Fe,8.0,6.0,81.496,8.0,Finished,66.0,3.0,22.587,No rain,10.33,88,1.9,0.0,2
2019,Ru,ha,Me,2.0,1.0,95.761,26.0,Finished,53.0,28.0,29.751,No rain,-0.89,51,7.0,0.0,1
2023,Ba,ha,Me,7.0,5.0,96.54599999999999,10.0,Finished,57.0,12.0,24.682,No rain,21.05,72,5.45,0.0,2
2020,Em,ha,Me,2.0,1.0,75.484,26.0,Finished,63.0,30.0,30.382,Rain,4.34,96,2.91,1.33,2
2022,Du,sa,Fe,3.0,8.0,74.643,4.0,Finished,72.0,14.0,29.705,No rain,1.59,88,3.6,0.0,1
2020,It,ga,Al,10.0,1.0,84.037,25.0,Finished,53.0,19.0,24.096,Rain,5.0,87,0.45,1.0,2
2020,Au,gi,Al,18.0,9.0,68.79599999999999,2.0,Finished,71.0,25.0,23.659,No rain,-2.06,86,1.54,0.0,2
2024,Ca,ru,Me,1.0,3.0,74.895,15.0,Finished,70.0,25.0,24.044,No rain,-4.97,57,6.69,0.0,1
2020,St,ga,Al,7.0,15.0,67.827,0.0,+1 Lap,70.0,49.0,22.280,No rain,-2.06,86,1.54,0.0,2
2024,Sã,pe,,,,,,DNF,,27.0,26.692,No rain,21.25,86,4.63,0.0,1
2022,Ca,le,Fe,19.0,5.0,75.901,10.0,Finished,70.0,41.0,26.199,No rain,-4.97,57,6.69,0.0,1
2022,Fr,ke,,,,,,DNF,,8.0,36.779,No rain,8.64,77,3.73,0.1,2
2019,Ba,al,To,12.0,9.0,96.75200000000001,2.0,Finished,57.0,9.0,25.659,No rain,21.05,72,5.45,0.0,2
2019,Ja,al,Re,6.0,4.0,92.775,12.0,Finished,52.0,34.0,23.301,No rain,7.84,72,6.85,0.0,2
2021,Br,le,Fe,4.0,2.0,90.569,18.0,Finished,52.0,2.0,34:07.731,No rain,4.18,97,2.28,0.0,1
2024,Em,ru,Me,6.0,7.0,78.589,7.0,Finished,63.0,52.0,29.605,Rain,4.34,96,2.91,1.33,2
2021,St,la,Wi,16.0,17.0,70.104,0.0,DNF,68.0,1.0,26.419,No rain,-2.06,86,1.54,0.0,2
2023,Ca,hu,,,,,,DNF,,31.0,24.200,No rain,-4.97,57,6.69,0.0,2
2019,Ja,pe,,,,,,DNF,,19.0,22.880,No rain,7.84,72,6.85,0.0,2
2023,Ca,sa,Wi,18.0,20.0,78.437,0.0,DNF,6.0,,,No rain,-4.97,57,6.69,0.0,0
2023,Sa,oc,Al,6.0,8.0,93.22200000000001,4.0,Finished,50.0,16.0,20.762,No rain,26.03,53,2.06,0.0,1
2020,Sp,bo,Me,2.0,3.0,78.18299999999999,16.0,Finished,66.0,23.0,22.310,No rain,9.61,85,3.09,0.0,1
2024,Az,ru,Me,5.0,3.0,106.628,15.0,Finished,51.0,12.0,19.954,Rain,4.97,75,12.35,0.0,1
2019,Br,ga,To,6.0,2.0,72.425,18.0,Finished,71.0,47.0,23.584,No rain,21.25,86,4.63,0.0,2
2020,70,bo,Me,1.0,3.0,89.765,15.0,Finished,52.0,13.0,28.408,No rain,4.18,97,2.28,0.0,1
2019,Ab,sa,Mc,8.0,10.0,101.294,1.0,+1 Lap,54.0,41.0,21.466,No rain,21.1,68,2.06,0.0,2
2020,It,pe,,,,,,DNF,,22.0,26.693,Rain,5.0,87,0.45,1.0,1
2019,Au,ku,Wi,20.0,17.0,89.28399999999999,0.0,DNF,55.0,28.0,22.343,No rain,17.76,67,0.89,0.0,3
2024,Ja,zh,Sa,20.0,18.0,97.16,0.0,DNF,12.0,11.0,26.653,No rain,7.84,72,6.85,0.0,3
2023,Au,sa,Wi,18.0,16.0,81.456,0.0,DNF,56.0,36.0,19.018,No rain,17.76,67,0.89,0.0,4
2023,Ca,ts,Al,19.0,14.0,76.666,0.0,Finished,70.0,1.0,23.646,No rain,-4.97,57,6.69,0.0,2
2022,Me,le,Fe,7.0,6.0,82.60300000000001,8.0,Finished,71.0,28.0,22.193,No rain,23.88,23,4.12,0.0,1
2021,St,ve,As,14.0,12.0,69.821,0.0,+1 Lap,70.0,27.0,21.546,No rain,-2.06,86,1.54,0.0,1
2020,Ab,la,Wi,18.0,17.0,102.497,0.0,+1 Lap,54.0,35.0,22.384,No rain,21.1,68,2.06,0.0,2
2020,Ru,no,Mc,8.0,15.0,97.37700000000001,0.0,+1 Lap,52.0,47.0,31.368,No rain,-0.89,51,7.0,0.0,2
2021,Hu,ra,,,,,,DNF,,3.0,35.451,No rain,1.26,70,3.09,0.0,2
2024,Ca,le,Fe,11.0,19.0,86.012,0.0,DNF,40.0,25.0,24.031,No rain,-4.97,57,6.69,0.0,3
2020,Tu,oc,Re,7.0,11.0,101.006,0.0,+1 Lap,57.0,1.0,25.719,No rain,5.73,65,4.63,0.0,2
2022,Au,ru,Me,4.0,4.0,69.075,12.0,Finished,71.0,40.0,21.731,No rain,-2.06,86,1.54,0.0,2
2024,Du,bo,Sa,16.0,19.0,75.822,0.0,+2 Laps,70.0,15.0,21.095,No rain,1.59,88,3.6,0.0,2
2022,Du,ve,As,19.0,14.0,74.862,0.0,Finished,72.0,35.0,19.156,No rain,1.59,88,3.6,0.0,2
2020,Ba,oc,Re,7.0,9.0,94.354,2.0,Finished,57.0,1.0,19:20.946,No rain,21.05,72,5.45,0.0,2
2024,Ch,hu,,,,,,DNF,,23.0,23.336,No rain,2.99,75,4.0,0.0,2
2022,Si,pe,,,,,,DNF,,35.0,29.550,No rain,26.92,87,1.03,0.0,1
2022,Mo,al,Wi,16.0,18.0,78.023,0.0,DNF,48.0,18.0,27.231,No rain,11.92,73,3.6,0.0,1
2022,Ba,le,Fe,1.0,1.0,94.57,26.0,Finished,57.0,31.0,24.527,No rain,21.05,72,5.45,0.0,2
2024,Ba,hu,,,,,,DNF,,20.0,24.768,No rain,21.05,72,5.45,0.0,2
2021,Po,ri,Mc,16.0,9.0,81.987,2.0,Finished,66.0,2.0,21.965,No rain,10.33,88,1.9,0.0,1
2019,Hu,ru,Wi,15.0,16.0,82.386,0.0,+2 Laps,68.0,16.0,21.333,No rain,1.26,70,3.09,0.0,1
2020,Au,ha,Me,5.0,4.0,67.712,12.0,Finished,71.0,56.0,16.365,No rain,-2.06,86,1.54,0.0,2
2023,Me,al,As,13.0,18.0,83.531,0.0,DNF,47.0,29.0,22.844,No rain,23.88,23,4.12,0.0,1
2024,Au,ru,Me,7.0,17.0,80.28399999999999,0.0,DNF,56.0,8.0,18.046,No rain,17.76,67,0.89,0.0,1
2023,Me,no,Mc,17.0,5.0,81.944,10.0,Finished,71.0,11.0,23.408,No rain,23.88,23,4.12,0.0,3
2020,Ru,le,Fe,10.0,6.0,99.053,8.0,Finished,53.0,28.0,30.261,No rain,-0.89,51,7.0,0.0,1
2022,Me,la,Wi,18.0,18.0,83.709,0.0,+2 Laps,69.0,52.0,24.039,No rain,23.88,23,4.12,0.0,2
2019,Un,ru,Wi,18.0,17.0,101.239,0.0,+2 Laps,54.0,23.0,23.702,Rain,17.84,85,3.09,0.0,1
2024,Ca,sa,Fe,12.0,16.0,78.957,0.0,DNF,52.0,43.0,24.125,No rain,-4.97,57,6.69,0.0,2
2019,Ba,no,Mc,9.0,6.0,95.777,8.0,Finished,57.0,10.0,24.175,No rain,21.05,72,5.45,0.0,1
2024,Mi,ha,Me,8.0,6.0,91.233,8.0,Finished,57.0,26.0,22.107,No rain,22.99,64,8.23,0.0,1
2021,Hu,la,Wi,18.0,7.0,82.831,6.0,Finished,70.0,2.0,24:14.435,No rain,1.26,70,3.09,0.0,2
2021,Ru,ts,Al,12.0,17.0,99.96000000000001,0.0,+1 Lap,52.0,47.0,30.980,No rain,-0.89,51,7.0,0.0,2
2019,Un,hu,,,,,,DNF,,27.0,24.245,Rain,17.84,85,3.09,0.0,2
2020,Au,no,Mc,3.0,3.0,67.475,16.0,Finished,71.0,26.0,23.637,No rain,-2.06,86,1.54,0.0,3
2022,Fr,ha,Me,4.0,2.0,97.668,18.0,Finished,53.0,18.0,37.189,No rain,8.64,77,3.73,0.1,1
2023,Az,hu,,,,,,DNF,,49.0,24.748,Rain,4.97,75,12.35,0.0,1
2022,Hu,ru,Me,1.0,3.0,82.76599999999999,15.0,Finished,70.0,16.0,22.763,No rain,1.26,70,3.09,0.0,2
2023,Un,al,As,0.0,16.0,99.95400000000001,0.0,DNF,49.0,19.0,25.055,Rain,17.84,85,3.09,0.0,1
2022,Sa,bo,Al,8.0,15.0,93.979,0.0,DNF,36.0,35.0,22.710,No rain,26.03,53,2.06,0.0,2
2022,Ja,st,As,19.0,12.0,105.205,0.0,Finished,28.0,2.0,6:40.463,No rain,7.84,72,6.85,0.0,1
2022,Un,no,Mc,6.0,6.0,101.322,8.0,Finished,56.0,14.0,24.026,Rain,17.84,85,3.09,0.0,2
2022,Br,ke,,,,,,DNF,,1.0,51:03.613,No rain,4.18,97,2.28,0.0,2
2021,Du,sa,Fe,6.0,7.0,75.26,6.0,+1 Lap,71.0,31.0,20.327,No rain,1.59,88,3.6,0.0,1
2023,Ca,sa,Fe,11.0,5.0,75.911,10.0,Finished,70.0,38.0,24.133,No rain,-4.97,57,6.69,0.0,1
2019,Si,ma,,,,,,DNF,,19.0,28.846,No rain,26.92,87,1.03,0.0,1
2022,Au,st,As,12.0,13.0,70.048,0.0,+1 Lap,70.0,29.0,21.431,No rain,-2.06,86,1.54,0.0,1
2024,Ba,hu,,,,,,DNF,,1.0,36.604,No rain,21.05,72,5.45,0.0,2
2021,Fr,ve,As,12.0,9.0,97.138,2.0,Finished,53.0,37.0,31.069,No rain,8.64,77,3.73,0.1,1
2022,Az,la,Wi,18.0,15.0,109.583,0.0,+1 Lap,50.0,3.0,29.395,Rain,4.97,75,12.35,0.0,2
2024,Az,ri,RB,14.0,13.0,108.38,0.0,Finished,51.0,49.0,21.984,Rain,4.97,75,12.35,0.0,1
2024,Au,bo,Sa,13.0,14.0,81.422,0.0,+1 Lap,57.0,8.0,46.969,No rain,17.76,67,0.89,0.0,2
2023,La,ma,,,,,,DNF,,16.0,26.686,No rain,14.64,31,1.54,0.0,2
2020,70,no,Mc,10.0,9.0,90.69800000000001,2.0,Finished,52.0,29.0,28.874,No rain,4.18,97,2.28,0.0,2
2023,Ca,sa,Fe,11.0,5.0,75.911,10.0,Finished,70.0,38.0,24.133,No rain,-4.97,57,6.69,0.0,1
2022,Be,zh,Al,18.0,14.0,112.31700000000001,0.0,Finished,44.0,14.0,23.744,Rain,-1.91,100,2.57,0.0,2
2021,Du,pe,,,,,,DNF,,8.0,19.287,No rain,1.59,88,3.6,0.0,2
2020,Sa,bo,Me,1.0,8.0,,4.0,Finished,87.0,49.0,24.552,No rain,21.05,72,5.45,0.0,1
2021,Au,mi,,,,,,DNF,,34.0,21.798,No rain,-2.06,86,1.54,0.0,1
2021,Qa,pe,,,,,,DNF,,41.0,25.420,No rain,20.97,72,3.43,0.0,2
2019,It,bo,Me,3.0,2.0,82.85900000000001,18.0,Finished,53.0,27.0,23.700,Rain,5.0,87,0.45,1.0,1
2021,Sp,le,Fe,4.0,4.0,80.459,12.0,Finished,66.0,28.0,21.613,No rain,9.61,85,3.09,0.0,1
2021,Me,ve,As,9.0,7.0,80.46000000000001,6.0,+1 Lap,70.0,33.0,22.277,No rain,23.88,23,4.12,0.0,1
2021,Br,st,As,14.0,8.0,91.992,4.0,Finished,52.0,23.0,28.213,No rain,4.18,97,2.28,0.0,2
2019,Au,ha,Me,4.0,5.0,68.05,10.0,Finished,71.0,30.0,30.067,No rain,-2.06,86,1.54,0.0,1
2022,Be,ga,Al,0.0,9.0,113.00200000000001,2.0,Finished,44.0,10.0,22.857,Rain,-1.91,100,2.57,0.0,2
2023,Me,pi,Mc,7.0,8.0,82.76,4.0,Finished,71.0,25.0,23.734,No rain,23.88,23,4.12,0.0,2
2021,Un,st,As,13.0,12.0,101.189,0.0,+1 Lap,55.0,18.0,23.827,Rain,17.84,85,3.09,0.0,1
2022,Un,ts,Al,19.0,10.0,101.243,1.0,Finished,56.0,33.0,23.241,Rain,17.84,85,3.09,0.0,2
2020,Ru,ra,,,,,,DNF,,35.0,33.317,No rain,-0.89,51,7.0,0.0,1
2024,Ba,ha,Me,9.0,7.0,94.72200000000001,6.0,Finished,57.0,12.0,25.087,No rain,21.05,72,5.45,0.0,1
2021,Sp,ma,Ha,20.0,19.0,84.03999999999999,0.0,+2 Laps,64.0,42.0,22.502,No rain,9.61,85,3.09,0.0,2
2023,Sp,hu,,,,,,DNF,,26.0,23.257,No rain,9.61,85,3.09,0.0,2
2019,Sp,kv,To,9.0,9.0,80.726,2.0,Finished,66.0,21.0,22.049,No rain,9.61,85,3.09,0.0,2
2021,Ba,ga,Al,5.0,17.0,94.09,0.0,DNF,52.0,4.0,38.338,No rain,21.05,72,5.45,0.0,2
2021,Sa,no,Mc,7.0,10.0,91.914,1.0,Finished,50.0,10.0,20.973,No rain,26.03,53,2.06,0.0,2
2023,Sa,le,Fe,12.0,7.0,93.056,6.0,Finished,50.0,16.0,20.026,No rain,26.03,53,2.06,0.0,1
2020,Sa,ra,,,,,,DNF,,23.0,28.518,No rain,21.05,72,5.45,0.0,2
2019,Fr,ha,Me,1.0,1.0,92.76400000000001,25.0,Finished,53.0,24.0,30.186,No rain,8.64,77,3.73,0.1,1
2019,Ch,kv,To,11.0,19.0,97.975,0.0,DNF,41.0,7.0,17.257,No rain,2.99,75,4.0,0.0,3
2019,Ru,ve,Fe,3.0,18.0,98.245,0.0,DNF,26.0,26.0,29.860,No rain,-0.89,51,7.0,0.0,1
2020,Tu,ra,,,,,,DNF,,8.0,30.765,No rain,5.73,65,4.63,0.0,2
2020,Br,ma,,,,,,DNF,,13.0,28.208,No rain,4.18,97,2.28,0.0,2
2023,Mo,al,As,2.0,2.0,76.674,18.0,Finished,78.0,54.0,24.414,No rain,11.92,73,3.6,0.0,2
2024,Az,zh,Sa,17.0,14.0,107.644,0.0,Finished,51.0,34.0,20.520,Rain,4.97,75,12.35,0.0,1
2021,Br,no,Mc,5.0,4.0,91.42,12.0,Finished,52.0,21.0,31.706,No rain,4.18,97,2.28,0.0,2
2019,Ja,ku,Wi,0.0,17.0,96.332,0.0,+2 Laps,50.0,33.0,22.970,No rain,7.84,72,6.85,0.0,2
2022,Me,ru,Me,2.0,4.0,80.15299999999999,13.0,Finished,71.0,34.0,22.795,No rain,23.88,23,4.12,0.0,2
2024,Az,no,Mc,15.0,4.0,105.255,13.0,Finished,51.0,37.0,19.712,Rain,4.97,75,12.35,0.0,1
2022,Fr,ts,Al,8.0,20.0,100.21600000000001,0.0,DNF,17.0,11.0,37.648,No rain,8.64,77,3.73,0.1,1
2023,La,al,Wi,5.0,12.0,97.357,0.0,Finished,50.0,16.0,21.242,No rain,14.64,31,1.54,0.0,1
2019,Ab,ve,Fe,4.0,5.0,100.128,10.0,Finished,55.0,12.0,25.771,No rain,21.1,68,2.06,0.0,2
2024,Em,al,Wi,14.0,20.0,81.274,0.0,DNF,51.0,23.0,38.413,Rain,4.34,96,2.91,1.33,4
2020,Sp,no,Mc,8.0,10.0,82.392,1.0,+1 Lap,65.0,21.0,22.099,No rain,9.61,85,3.09,0.0,2
2024,Mi,zh,Sa,19.0,14.0,91.991,0.0,Finished,57.0,28.0,23.017,No rain,22.99,64,8.23,0.0,1
2019,Au,ru,Wi,19.0,16.0,88.713,0.0,+2 Laps,56.0,42.0,21.543,No rain,17.76,67,0.89,0.0,2
2023,Ba,no,Mc,11.0,17.0,95.822,0.0,+2 Laps,55.0,10.0,32.766,No rain,21.05,72,5.45,0.0,3
2019,Ca,ha,Me,2.0,1.0,74.813,25.0,Finished,70.0,28.0,23.662,No rain,-4.97,57,6.69,0.0,1
2020,Ba,la,Wi,20.0,14.0,94.59100000000001,0.0,+1 Lap,56.0,1.0,19:17.995,No rain,21.05,72,5.45,0.0,1
2023,Si,pi,Mc,17.0,7.0,98.49199999999999,6.0,Finished,62.0,20.0,29.369,No rain,26.92,87,1.03,0.0,1
2021,Ab,ma,,,,,,DNF,,53.0,21.453,No rain,21.1,68,2.06,0.0,3
2019,Ab,ha,Me,1.0,1.0,99.283,26.0,Finished,55.0,26.0,22.178,No rain,21.1,68,2.06,0.0,1
2020,Ru,ru,Wi,13.0,18.0,97.352,0.0,+1 Lap,52.0,1.0,30.165,No rain,-0.89,51,7.0,0.0,3
2021,Az,gi,Al,20.0,11.0,105.575,0.0,Finished,51.0,34.0,20.193,Rain,4.97,75,12.35,0.0,2
2023,Sã,ga,Al,15.0,7.0,74.521,6.0,Finished,71.0,2.0,23:36.706,No rain,21.25,86,4.63,0.0,2
2024,Mo,bo,Sa,17.0,13.0,,0.0,+2 Laps,76.0,1.0,39:54.053,No rain,11.92,73,3.6,0.0,2
2020,Hu,ru,Wi,12.0,18.0,79.98400000000001,0.0,+1 Lap,69.0,19.0,21.367,No rain,1.26,70,3.09,0.0,2
2024,Az,be,Ha,10.0,10.0,107.048,1.0,Finished,51.0,14.0,21.276,Rain,4.97,75,12.35,0.0,1
2021,It,ru,Wi,14.0,9.0,85.83500000000001,2.0,Finished,53.0,26.0,24.156,Rain,5.0,87,0.45,1.0,1
2019,Sp,al,To,11.0,11.0,81.02799999999999,0.0,Finished,66.0,45.0,37.345,No rain,9.61,85,3.09,0.0,2
2024,Ba,ri,RB,14.0,13.0,95.163,0.0,+1 Lap,56.0,13.0,24.988,No rain,21.05,72,5.45,0.0,1
2019,Br,gr,Ha,7.0,13.0,73.619,0.0,Finished,71.0,26.0,23.776,No rain,21.25,86,4.63,0.0,1
2021,Sã,ga,Al,7.0,7.0,73.227,6.0,+1 Lap,70.0,7.0,19.439,No rain,21.25,86,4.63,0.0,1
2019,Br,gi,Al,11.0,18.0,92.464,0.0,DNF,18.0,,,No rain,4.18,97,2.28,0.0,0
2024,It,st,As,17.0,19.0,82.232,0.0,+1 Lap,52.0,36.0,24.209,Rain,5.0,87,0.45,1.0,3
2023,Au,ga,Al,9.0,10.0,69.04599999999999,1.0,Finished,71.0,2.0,16.380,No rain,-2.06,86,1.54,0.0,2
2021,It,gi,Al,7.0,13.0,85.718,0.0,Finished,53.0,1.0,37.190,Rain,5.0,87,0.45,1.0,2
2022,Au,la,Wi,17.0,19.0,70.89,0.0,DNF,48.0,12.0,21.722,No rain,-2.06,86,1.54,0.0,2
2022,Hu,ha,Me,7.0,2.0,81.386,19.0,Finished,70.0,19.0,21.699,No rain,1.26,70,3.09,0.0,1
2020,Ab,gi,Al,14.0,16.0,101.675,0.0,+1 Lap,54.0,27.0,21.480,No rain,21.1,68,2.06,0.0,1
2023,Me,al,As,13.0,18.0,83.531,0.0,DNF,47.0,29.0,22.844,No rain,23.88,23,4.12,0.0,1
2023,Sp,ts,Al,15.0,12.0,78.904,0.0,Finished,66.0,10.0,22.176,No rain,9.61,85,3.09,0.0,2
2019,Au,ra,,,,,,DNF,,12.0,23.299,No rain,17.76,67,0.89,0.0,1
2023,Qa,no,Mc,10.0,3.0,84.842,15.0,Finished,57.0,13.0,28.134,No rain,20.97,72,3.43,0.0,1
2024,Mo,st,As,13.0,14.0,,0.0,+2 Laps,76.0,1.0,39:43.588,No rain,11.92,73,3.6,0.0,3
2022,Sa,ha,Me,15.0,10.0,92.997,1.0,Finished,50.0,40.0,21.788,No rain,26.03,53,2.06,0.0,1
2022,Ja,le,Fe,2.0,3.0,104.489,15.0,Finished,28.0,2.0,6:29.973,No rain,7.84,72,6.85,0.0,2
2022,It,ha,Me,19.0,5.0,84.434,10.0,Finished,53.0,33.0,24.282,Rain,5.0,87,0.45,1.0,1
2022,Be,ve,As,10.0,8.0,112.515,4.0,Finished,44.0,14.0,23.222,Rain,-1.91,100,2.57,0.0,1
2019,Mo,hu,,,,,,DNF,,9.0,25.532,No rain,11.92,73,3.6,0.0,1
2022,Br,ga,Al,11.0,16.0,94.614,0.0,DNF,26.0,16.0,29.632,No rain,4.18,97,2.28,0.0,2
2021,Be,gi,Al,14.0,13.0,,0.0,Finished,1.0,,,Rain,-1.91,100,2.57,0.0,0
2020,Ru,gr,Ha,16.0,17.0,99.614,0.0,+1 Lap,52.0,42.0,29.988,No rain,-0.89,51,7.0,0.0,2
2024,Ca,oc,Al,18.0,10.0,77.012,1.0,Finished,70.0,,,No rain,-4.97,57,6.69,0.0,0
2019,Mo,ku,Wi,20.0,18.0,77.388,0.0,+1 Lap,77.0,21.0,23.946,No rain,11.92,73,3.6,0.0,1
2019,Me,ke,,,,,,DNF,,28.0,23.084,No rain,23.88,23,4.12,0.0,1
2023,Un,al,Wi,15.0,9.0,101.37100000000001,2.0,Finished,56.0,10.0,24.563,Rain,17.84,85,3.09,0.0,2
2019,Az,le,Fe,8.0,5.0,103.009,11.0,Finished,51.0,47.0,19.857,Rain,4.97,75,12.35,0.0,2
2020,Ba,pe,,,,,,DNF,,20.0,24.317,No rain,21.05,72,5.45,0.0,2
2021,Qa,ru,Wi,15.0,17.0,85.768,0.0,+2 Laps,55.0,17.0,26.121,No rain,20.97,72,3.43,0.0,2
2022,Br,sa,Fe,1.0,1.0,90.813,25.0,Finished,52.0,1.0,50:31.752,No rain,4.18,97,2.28,0.0,2
2020,Hu,st,Ra,3.0,4.0,78.973,12.0,Finished,70.0,3.0,23.081,No rain,1.26,70,3.09,0.0,1
2024,La,le,Fe,4.0,4.0,95.674,12.0,Finished,50.0,9.0,21.329,No rain,14.64,31,1.54,0.0,1
2024,Mo,sa,Wi,15.0,15.0,,0.0,+2 Laps,76.0,2.0,24.384,No rain,11.92,73,3.6,0.0,2
2024,Br,zh,Sa,14.0,18.0,91.014,0.0,+2 Laps,50.0,26.0,29.125,No rain,4.18,97,2.28,0.0,3
2022,Ca,al,Al,2.0,9.0,76.578,2.0,Finished,70.0,28.0,23.779,No rain,-4.97,57,6.69,0.0,2
2020,Tu,la,Wi,0.0,19.0,103.495,0.0,DNF,39.0,8.0,24.738,No rain,5.73,65,4.63,0.0,1
2020,Ei,la,Wi,18.0,14.0,91.377,0.0,Finished,60.0,33.0,24.063,No rain,-2.31,93,3.09,0.0,2
2019,Az,no,Mc,7.0,8.0,105.394,4.0,Finished,51.0,9.0,19.819,Rain,4.97,75,12.35,0.0,2
2019,Ch,gi,Al,19.0,15.0,98.048,0.0,+1 Lap,55.0,30.0,25.137,No rain,2.99,75,4.0,0.0,2
2023,La,hu,,,,,,DNF,,26.0,25.453,No rain,14.64,31,1.54,0.0,2
2021,Az,ma,Ha,18.0,14.0,107.747,0.0,Finished,51.0,9.0,21.759,Rain,4.97,75,12.35,0.0,3
2021,Sp,ts,Al,16.0,20.0,84.825,0.0,DNF,6.0,,,No rain,9.61,85,3.09,0.0,0
2021,Ba,pe,,,,,,DNF,,2.0,23.993,No rain,21.05,72,5.45,0.0,2
2020,70,ra,,,,,,DNF,,26.0,29.296,No rain,4.18,97,2.28,0.0,1
2021,Sp,pe,,,,,,DNF,,27.0,22.382,No rain,9.61,85,3.09,0.0,1
2022,Mi,mi,,,,,,DNF,,54.0,32.381,No rain,22.99,64,8.23,0.0,2
2021,Un,le,Fe,4.0,4.0,99.303,12.0,Finished,56.0,12.0,24.011,Rain,17.84,85,3.09,0.0,1
2021,Po,ri,Mc,16.0,9.0,81.987,2.0,Finished,66.0,2.0,21.965,No rain,10.33,88,1.9,0.0,1
2021,Tu,ts,Al,9.0,14.0,92.844,0.0,+1 Lap,57.0,35.0,23.329,No rain,5.73,65,4.63,0.0,1
2021,It,al,Al,10.0,8.0,85.47200000000001,4.0,Finished,53.0,25.0,24.797,Rain,5.0,87,0.45,1.0,1
2022,Un,ma,,,,,,DNF,,13.0,23.866,Rain,17.84,85,3.09,0.0,2
2021,Br,ri,Mc,6.0,5.0,91.28399999999999,10.0,Finished,52.0,2.0,34:11.281,No rain,4.18,97,2.28,0.0,2
2024,Me,st,As,14.0,11.0,81.311,0.0,+1 Lap,70.0,26.0,22.592,No rain,23.88,23,4.12,0.0,1
2021,Em,oc,Al,9.0,9.0,79.422,2.0,Finished,63.0,1.0,30.866,Rain,4.34,96,2.91,1.33,3
2019,Ab,bo,Me,20.0,4.0,99.715,12.0,Finished,55.0,29.0,21.145,No rain,21.1,68,2.06,0.0,1
2021,Qa,ma,,,,,,DNF,,55.0,25.465,No rain,20.97,72,3.43,0.0,3
2020,Tu,ve,Fe,11.0,3.0,99.662,15.0,Finished,58.0,33.0,25.401,No rain,5.73,65,4.63,0.0,2
2023,Du,al,Wi,4.0,8.0,74.468,4.0,Finished,72.0,,,No rain,1.59,88,3.6,0.0,0
2021,Ab,ve,As,15.0,11.0,88.303,0.0,Finished,58.0,23.0,21.221,No rain,21.1,68,2.06,0.0,1
2023,Du,sa,Fe,6.0,5.0,74.934,10.0,Finished,72.0,10.0,19.511,No rain,1.59,88,3.6,0.0,2
2021,Mo,ru,Wi,15.0,14.0,75.539,0.0,+1 Lap,77.0,31.0,23.928,No rain,11.92,73,3.6,0.0,1
2021,Hu,ri,Mc,11.0,11.0,82.80199999999999,0.0,+1 Lap,69.0,3.0,34.492,No rain,1.26,70,3.09,0.0,2
2020,Be,gr,Ha,17.0,15.0,110.018,0.0,Finished,44.0,10.0,23.636,Rain,-1.91,100,2.57,0.0,1
2021,Sa,ru,Wi,14.0,19.0,96.13,0.0,DNF,14.0,13.0,17:01.615,No rain,26.03,53,2.06,0.0,2
2024,Mo,ha,Me,7.0,7.0,,7.0,Finished,78.0,2.0,24.232,No rain,11.92,73,3.6,0.0,2
