,Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
209,2023,Au,st,As,6.0,4.0,80.934,12.0,Finished,58.0,8.0,15:27.222,No rain,17.76,67,0.89,0.0,1
210,2020,It,oc,Re,12.0,8.0,84.49,4.0,Finished,53.0,22.0,25.290,Rain,5.0,87,0.45,1.0,2
211,2021,Ba,la,Wi,17.0,18.0,96.602,0.0,DNF,51.0,14.0,26.046,No rain,21.05,72,5.45,0.0,1
212,2022,Ja,pe,,,,,,DNF,,2.0,6:32.517,No rain,7.84,72,6.85,0.0,2
213,2019,Ge,ke,,,,,,DNF,,8.0,21.106,No rain,0.22,86,0.0,0.0,2
214,2021,Sa,ha,Me,1.0,1.0,90.73400000000001,26.0,Finished,50.0,13.0,16:35.856,No rain,26.03,53,2.06,0.0,2
215,2020,Tu,st,Ra,1.0,9.0,99.92099999999999,2.0,Finished,58.0,9.0,23.730,No rain,5.73,65,4.63,0.0,1
216,2023,Au,zh,Al,17.0,9.0,81.819,2.0,Finished,58.0,1.0,18.951,No rain,17.76,67,0.89,0.0,2
217,2024,Mo,bo,Sa,17.0,13.0,,0.0,+2 Laps,76.0,2.0,24.239,No rain,11.92,73,3.6,0.0,2
218,2021,Sa,oc,Al,9.0,4.0,91.797,12.0,Finished,50.0,15.0,18:08.290,No rain,26.03,53,2.06,0.0,2
219,2022,Un,al,Wi,8.0,13.0,101.674,0.0,Finished,56.0,9.0,24.624,Rain,17.84,85,3.09,0.0,2
220,2019,Ch,ku,Wi,18.0,17.0,99.77199999999999,0.0,+2 Laps,54.0,26.0,32.627,No rain,2.99,75,4.0,0.0,1
221,2023,Br,de,,,,,,DNF,,27.0,28.242,No rain,4.18,97,2.28,0.0,2
222,2022,Be,zh,Al,18.0,14.0,112.31700000000001,0.0,Finished,44.0,28.0,23.364,Rain,-1.91,100,2.57,0.0,2
223,2021,Br,gi,Al,15.0,13.0,92.346,0.0,+1 Lap,51.0,23.0,28.137,No rain,4.18,97,2.28,0.0,2
224,2023,La,ma,,,,,,DNF,,26.0,21.323,No rain,14.64,31,1.54,0.0,2
225,2024,Ba,sa,Fe,4.0,3.0,94.507,15.0,Finished,57.0,14.0,24.474,No rain,21.05,72,5.45,0.0,1
226,2023,Be,bo,Al,13.0,12.0,110.515,0.0,Finished,44.0,6.0,23.362,Rain,-1.91,100,2.57,0.0,2
227,2023,Az,de,,,,,,DNF,,,,Rain,4.97,75,12.35,0.0,0
228,2020,Ru,ru,Wi,13.0,18.0,97.352,0.0,+1 Lap,52.0,1.0,30.165,No rain,-0.89,51,7.0,0.0,3
229,2020,Ei,ke,,,,,,DNF,,34.0,23.114,No rain,-2.31,93,3.09,0.0,2
230,2020,Tu,ri,Re,5.0,10.0,100.67699999999999,1.0,Finished,58.0,10.0,23.470,No rain,5.73,65,4.63,0.0,2
231,2019,Sp,ri,Re,13.0,12.0,80.615,0.0,Finished,66.0,24.0,22.379,No rain,9.61,85,3.09,0.0,2
232,2024,Me,hu,,,,,,DNF,,29.0,23.077,No rain,23.88,23,4.12,0.0,1
233,2021,Du,oc,Al,8.0,9.0,74.675,2.0,+1 Lap,71.0,31.0,19.240,No rain,1.59,88,3.6,0.0,1
234,2022,Mi,st,As,0.0,10.0,93.312,1.0,Finished,57.0,40.0,19.074,No rain,22.99,64,8.23,0.0,1
235,2024,Mi,no,Mc,5.0,1.0,90.98,25.0,Finished,57.0,29.0,22.041,No rain,22.99,64,8.23,0.0,1
236,2019,Si,kv,To,14.0,15.0,104.37100000000001,0.0,Finished,61.0,36.0,34.711,No rain,26.92,87,1.03,0.0,2
237,2023,Du,pi,Mc,8.0,9.0,74.299,2.0,Finished,72.0,,,No rain,1.59,88,3.6,0.0,0
238,2024,It,le,Fe,4.0,1.0,83.226,25.0,Finished,53.0,15.0,24.551,Rain,5.0,87,0.45,1.0,1
239,2020,Ba,no,Mc,9.0,4.0,93.588,12.0,Finished,57.0,18.0,24.679,No rain,21.05,72,5.45,0.0,2
240,2024,Em,hu,,,,,,DNF,,13.0,29.749,Rain,4.34,96,2.91,1.33,1
241,2024,Ch,ru,Me,8.0,6.0,100.112,8.0,Finished,56.0,23.0,22.707,No rain,2.99,75,4.0,0.0,2
242,2019,Au,ru,Wi,0.0,18.0,69.926,0.0,+2 Laps,69.0,27.0,22.772,No rain,-2.06,86,1.54,0.0,1
243,2021,Az,ve,As,11.0,2.0,104.89,18.0,Finished,51.0,18.0,19.841,Rain,4.97,75,12.35,0.0,2
244,2022,Hu,pe,,,,,,DNF,,42.0,21.167,No rain,1.26,70,3.09,0.0,2
245,2022,Az,zh,Al,14.0,18.0,108.723,0.0,DNF,23.0,9.0,23.001,Rain,4.97,75,12.35,0.0,1
246,2021,Ba,ri,Mc,6.0,7.0,94.932,6.0,Finished,56.0,32.0,24.655,No rain,21.05,72,5.45,0.0,2
247,2023,Me,ru,Me,8.0,6.0,82.78,8.0,Finished,71.0,26.0,22.311,No rain,23.88,23,4.12,0.0,2
248,2023,Me,no,Mc,17.0,5.0,81.944,10.0,Finished,71.0,34.0,20:26.386,No rain,23.88,23,4.12,0.0,3
249,2019,Si,no,Mc,9.0,7.0,105.71600000000001,6.0,Finished,61.0,20.0,30.397,No rain,26.92,87,1.03,0.0,1
250,2021,Sp,ra,,,,,,DNF,,37.0,21.572,No rain,9.61,85,3.09,0.0,1
251,2019,Un,ha,Me,5.0,2.0,98.446,18.0,Finished,56.0,24.0,23.943,Rain,17.84,85,3.09,0.0,1
252,2023,Be,hu,,,,,,DNF,,24.0,25.238,Rain,-1.91,100,2.57,0.0,2
253,2021,Ru,ha,Me,4.0,1.0,97.575,25.0,Finished,53.0,49.0,30.045,No rain,-0.89,51,7.0,0.0,2
254,2023,Ab,le,Fe,2.0,2.0,88.199,18.0,Finished,58.0,35.0,21.246,No rain,21.1,68,2.06,0.0,2
255,2019,Un,ke,,,,,,DNF,,18.0,24.929,Rain,17.84,85,3.09,0.0,2
256,2023,Sp,ma,,,,,,DNF,,26.0,22.241,No rain,9.61,85,3.09,0.0,1
257,2019,Be,ha,Me,3.0,2.0,106.58,18.0,Finished,44.0,22.0,23.497,Rain,-1.91,100,2.57,0.0,1
258,2024,Ca,zh,Sa,0.0,15.0,77.325,0.0,+1 Lap,69.0,24.0,25.598,No rain,-4.97,57,6.69,0.0,1
259,2023,Br,de,,,,,,DNF,,27.0,28.242,No rain,4.18,97,2.28,0.0,2
260,2024,Me,pe,,,,,,DNF,,43.0,22.174,No rain,23.88,23,4.12,0.0,3
261,2020,Ei,gr,Ha,16.0,9.0,91.562,2.0,Finished,60.0,28.0,23.635,No rain,-2.31,93,3.09,0.0,1
262,2022,Me,sa,Fe,5.0,5.0,82.199,10.0,Finished,71.0,29.0,23.469,No rain,23.88,23,4.12,0.0,1
263,2019,Me,le,Fe,1.0,4.0,79.232,13.0,Finished,71.0,15.0,22.002,No rain,23.88,23,4.12,0.0,2
264,2023,Au,ru,Me,2.0,18.0,82.68,0.0,DNF,17.0,8.0,15:30.824,No rain,17.76,67,0.89,0.0,2
265,2021,Un,gi,Al,12.0,11.0,101.14500000000001,0.0,+1 Lap,55.0,26.0,23.502,Rain,17.84,85,3.09,0.0,2
266,2023,Si,al,Wi,14.0,11.0,97.342,0.0,Finished,62.0,20.0,30.138,No rain,26.92,87,1.03,0.0,2
267,2021,Du,ru,Wi,11.0,17.0,75.628,0.0,DNF,69.0,68.0,25.533,No rain,1.59,88,3.6,0.0,2
268,2021,Br,pe,,,,,,DNF,,18.0,27.892,No rain,4.18,97,2.28,0.0,2
269,2022,Ja,ts,Al,13.0,13.0,105.893,0.0,Finished,28.0,7.0,24.439,No rain,7.84,72,6.85,0.0,2
270,2022,It,le,Fe,1.0,2.0,84.336,18.0,Finished,53.0,48.0,23.719,Rain,5.0,87,0.45,1.0,3
271,2024,Sp,oc,Al,8.0,10.0,78.982,1.0,Finished,66.0,37.0,21.921,No rain,9.61,85,3.09,0.0,2
272,2021,Fr,ve,As,12.0,9.0,97.138,2.0,Finished,53.0,37.0,31.069,No rain,8.64,77,3.73,0.1,1
273,2020,It,ga,Al,10.0,1.0,84.037,25.0,Finished,53.0,26.0,25:19.879,Rain,5.0,87,0.45,1.0,2
274,2019,Br,ga,To,6.0,2.0,72.425,18.0,Finished,71.0,22.0,22.922,No rain,21.25,86,4.63,0.0,2
275,2021,Ru,ve,As,10.0,12.0,99.251,0.0,+1 Lap,52.0,26.0,29.242,No rain,-0.89,51,7.0,0.0,1
276,2021,Sa,ma,,,,,,DNF,,13.0,16:36.375,No rain,26.03,53,2.06,0.0,2
277,2023,Au,bo,Al,0.0,11.0,82.233,0.0,Finished,58.0,1.0,21.659,No rain,17.76,67,0.89,0.0,2
278,2022,Si,mi,,,,,,DNF,,41.0,34.722,No rain,26.92,87,1.03,0.0,2
279,2023,Az,ha,Me,5.0,6.0,105.346,8.0,Finished,51.0,9.0,20.324,Rain,4.97,75,12.35,0.0,1
280,2022,Mi,ts,Al,9.0,12.0,93.035,0.0,Finished,57.0,11.0,18.870,No rain,22.99,64,8.23,0.0,2
281,2023,Un,ga,Al,7.0,6.0,100.412,8.0,Finished,56.0,37.0,24.880,Rain,17.84,85,3.09,0.0,2
282,2024,Si,hu,,,,,,DNF,,29.0,29.808,No rain,26.92,87,1.03,0.0,1
283,2024,Em,al,As,20.0,19.0,79.004,0.0,+1 Lap,62.0,40.0,30.483,Rain,4.34,96,2.91,1.33,3
284,2019,Hu,ga,Re,6.0,6.0,81.045,8.0,+1 Lap,69.0,28.0,22.104,No rain,1.26,70,3.09,0.0,1
285,2021,Em,ru,Wi,12.0,19.0,86.543,0.0,DNF,30.0,26.0,29.983,Rain,4.34,96,2.91,1.33,1
286,2023,Au,bo,Al,0.0,11.0,82.233,0.0,Finished,58.0,1.0,21.659,No rain,17.76,67,0.89,0.0,2
287,2019,Br,ha,Me,3.0,7.0,71.082,6.0,Finished,71.0,43.0,23.088,No rain,21.25,86,4.63,0.0,2
288,2019,Hu,st,Ra,18.0,17.0,80.60300000000001,0.0,+2 Laps,68.0,16.0,22.085,No rain,1.26,70,3.09,0.0,2
289,2022,Sa,al,Wi,16.0,14.0,94.368,0.0,DNF,47.0,13.0,20.683,No rain,26.03,53,2.06,0.0,1
290,2019,Hu,le,Fe,4.0,4.0,80.493,12.0,Finished,70.0,27.0,21.575,No rain,1.26,70,3.09,0.0,1
291,2020,Em,ri,Re,5.0,3.0,77.55199999999999,15.0,Finished,63.0,14.0,30.204,Rain,4.34,96,2.91,1.33,1
292,2019,Be,no,Mc,11.0,11.0,108.321,0.0,DNF,43.0,19.0,23.182,Rain,-1.91,100,2.57,0.0,1
293,2021,Em,al,Al,15.0,10.0,79.417,1.0,Finished,63.0,28.0,30.864,Rain,4.34,96,2.91,1.33,1
294,2019,Az,ru,Wi,16.0,15.0,107.251,0.0,+2 Laps,49.0,25.0,20.475,Rain,4.97,75,12.35,0.0,2
295,2024,Ca,ha,Me,7.0,4.0,74.856,13.0,Finished,70.0,43.0,24.226,No rain,-4.97,57,6.69,0.0,2
296,2021,Tu,ts,Al,9.0,14.0,92.844,0.0,+1 Lap,57.0,35.0,23.329,No rain,5.73,65,4.63,0.0,1
297,2022,Hu,zh,Al,12.0,13.0,82.029,0.0,+1 Lap,69.0,27.0,22.321,No rain,1.26,70,3.09,0.0,1
298,2023,Ba,st,As,8.0,6.0,96.54599999999999,8.0,Finished,57.0,15.0,25.449,No rain,21.05,72,5.45,0.0,1
299,2021,Qa,le,Fe,13.0,8.0,86.555,4.0,Finished,57.0,27.0,25.799,No rain,20.97,72,3.43,0.0,1
300,2024,Sp,ga,Al,7.0,9.0,79.045,2.0,Finished,66.0,38.0,21.687,No rain,9.61,85,3.09,0.0,2
301,2019,Ge,gr,Ha,6.0,7.0,77.746,6.0,Finished,64.0,3.0,27.232,No rain,0.22,86,0.0,0.0,1
302,2023,Qa,no,Mc,10.0,3.0,84.842,15.0,Finished,57.0,13.0,28.134,No rain,20.97,72,3.43,0.0,1
303,2019,Ch,kv,To,11.0,19.0,97.975,0.0,DNF,41.0,7.0,17.257,No rain,2.99,75,4.0,0.0,3
304,2022,Un,al,Wi,8.0,13.0,101.674,0.0,Finished,56.0,9.0,24.624,Rain,17.84,85,3.09,0.0,2
305,2022,It,ke,,,,,,DNF,,24.0,30.164,Rain,5.0,87,0.45,1.0,2
306,2024,Ch,al,As,3.0,7.0,97.81,7.0,Finished,56.0,11.0,23.049,No rain,2.99,75,4.0,0.0,2
307,2024,It,ga,Al,14.0,15.0,83.755,0.0,+1 Lap,52.0,10.0,24.335,Rain,5.0,87,0.45,1.0,2
308,2023,Az,no,Mc,7.0,9.0,105.738,2.0,Finished,51.0,9.0,20.346,Rain,4.97,75,12.35,0.0,1
309,2020,Sp,al,Re,6.0,8.0,82.194,4.0,+1 Lap,65.0,17.0,21.663,No rain,9.61,85,3.09,0.0,2
310,2020,Sa,ra,,,,,,DNF,,54.0,24.401,No rain,21.05,72,5.45,0.0,2
311,2022,Ja,bo,Al,12.0,15.0,107.82,0.0,Finished,28.0,6.0,24.869,No rain,7.84,72,6.85,0.0,2
312,2024,It,ha,Me,6.0,5.0,81.512,10.0,Finished,53.0,37.0,24.155,Rain,5.0,87,0.45,1.0,2
313,2021,Az,ve,As,11.0,2.0,104.89,18.0,Finished,51.0,47.0,14.945,Rain,4.97,75,12.35,0.0,2
314,2022,Ja,oc,Al,5.0,4.0,106.559,12.0,Finished,28.0,2.0,6:33.601,No rain,7.84,72,6.85,0.0,2
315,2023,Si,al,Wi,14.0,11.0,97.342,0.0,Finished,62.0,43.0,29.787,No rain,26.92,87,1.03,0.0,2
316,2024,Au,sa,Fe,2.0,1.0,80.031,25.0,Finished,58.0,16.0,17.599,No rain,17.76,67,0.89,0.0,1
317,2024,Ch,sa,Fe,7.0,5.0,99.76400000000001,10.0,Finished,56.0,17.0,22.629,No rain,2.99,75,4.0,0.0,1
318,2022,Mi,mi,,,,,,DNF,,14.0,20.413,No rain,22.99,64,8.23,0.0,2
319,2020,Ei,al,Re,5.0,17.0,92.33,0.0,DNF,23.0,7.0,23.562,No rain,-2.31,93,3.09,0.0,1
320,2021,Ba,no,Mc,7.0,4.0,94.396,12.0,Finished,56.0,12.0,24.899,No rain,21.05,72,5.45,0.0,1
321,2019,Br,pe,,,,,,DNF,,46.0,28.747,No rain,4.18,97,2.28,0.0,3
322,2020,Sp,kv,Al,12.0,12.0,82.336,0.0,+1 Lap,65.0,21.0,23.036,No rain,9.61,85,3.09,0.0,2
323,2022,Fr,sa,Fe,19.0,5.0,95.781,11.0,Finished,53.0,42.0,42.292,No rain,8.64,77,3.73,0.1,2
324,2023,Az,oc,Al,0.0,15.0,105.908,0.0,Finished,51.0,50.0,20.367,Rain,4.97,75,12.35,0.0,1
325,2019,Ru,ga,To,16.0,14.0,98.606,0.0,Finished,53.0,26.0,29.935,No rain,-0.89,51,7.0,0.0,1
326,2021,Me,al,Al,12.0,9.0,80.711,2.0,+1 Lap,70.0,39.0,23.985,No rain,23.88,23,4.12,0.0,1
327,2019,Fr,ha,Me,1.0,1.0,92.76400000000001,25.0,Finished,53.0,24.0,30.186,No rain,8.64,77,3.73,0.1,1
328,2022,Mo,ga,Al,17.0,11.0,77.344,0.0,Finished,64.0,2.0,35.486,No rain,11.92,73,3.6,0.0,2
329,2024,Sã,zh,Sa,19.0,15.0,83.05799999999999,0.0,Finished,69.0,28.0,27.067,No rain,21.25,86,4.63,0.0,3
330,2024,Au,ga,Al,17.0,13.0,81.09,0.0,+1 Lap,57.0,17.0,20.316,No rain,17.76,67,0.89,0.0,1
331,2022,Mi,ke,,,,,,DNF,,42.0,20.673,No rain,22.99,64,8.23,0.0,2
332,2019,Ch,ha,Me,2.0,1.0,95.892,25.0,Finished,56.0,36.0,23.597,No rain,2.99,75,4.0,0.0,2
333,2021,Sa,bo,Me,2.0,3.0,91.408,15.0,Finished,50.0,10.0,21.668,No rain,26.03,53,2.06,0.0,2
334,2021,Qa,ri,Mc,14.0,12.0,87.19800000000001,0.0,+1 Lap,56.0,26.0,25.562,No rain,20.97,72,3.43,0.0,1
335,2022,Du,no,Mc,7.0,7.0,74.706,6.0,Finished,72.0,17.0,19.303,No rain,1.59,88,3.6,0.0,1
336,2024,Sp,hu,,,,,,DNF,,12.0,22.722,No rain,9.61,85,3.09,0.0,1
337,2020,Be,gi,Al,18.0,18.0,111.793,0.0,DNF,9.0,,,Rain,-1.91,100,2.57,0.0,0
338,2021,Me,ri,Mc,7.0,12.0,81.069,0.0,+1 Lap,70.0,1.0,38.128,No rain,23.88,23,4.12,0.0,2
339,2023,Ca,ts,Al,19.0,14.0,76.666,0.0,Finished,70.0,34.0,27.523,No rain,-4.97,57,6.69,0.0,2
340,2020,Au,ra,,,,,,DNF,,51.0,21.569,No rain,-2.06,86,1.54,0.0,2
341,2022,Un,ri,Mc,15.0,16.0,102.42,0.0,Finished,56.0,10.0,26.206,Rain,17.84,85,3.09,0.0,1
342,2024,Qa,la,RB,17.0,14.0,86.076,0.0,Finished,57.0,,,No rain,20.97,72,3.43,0.0,0
343,2019,Si,ke,,,,,,DNF,,18.0,29.403,No rain,26.92,87,1.03,0.0,2
344,2024,Az,ts,RB,11.0,20.0,110.887,0.0,DNF,14.0,12.0,20.922,Rain,4.97,75,12.35,0.0,1
345,2021,Ab,bo,Me,6.0,6.0,86.862,8.0,Finished,58.0,30.0,21.669,No rain,21.1,68,2.06,0.0,1
346,2021,Sã,ve,As,9.0,11.0,73.634,0.0,+1 Lap,70.0,7.0,18.107,No rain,21.25,86,4.63,0.0,1
347,2023,Qa,ma,,,,,,DNF,,17.0,28.233,No rain,20.97,72,3.43,0.0,1
348,2019,Ab,gi,Al,16.0,16.0,103.256,0.0,+1 Lap,54.0,8.0,21.977,No rain,21.1,68,2.06,0.0,2
349,2022,Un,ke,,,,,,DNF,,18.0,29.039,Rain,17.84,85,3.09,0.0,1
350,2024,Au,ru,Me,7.0,17.0,80.28399999999999,0.0,DNF,56.0,8.0,18.046,No rain,17.76,67,0.89,0.0,1
351,2024,Sa,al,As,4.0,5.0,92.387,10.0,Finished,50.0,7.0,22.129,No rain,26.03,53,2.06,0.0,1
352,2019,Br,ri,Re,7.0,7.0,89.624,6.0,Finished,52.0,20.0,28.381,No rain,4.18,97,2.28,0.0,2
353,2021,St,la,Wi,16.0,17.0,70.104,0.0,DNF,68.0,25.0,21.953,No rain,-2.06,86,1.54,0.0,2
354,2019,Un,le,Fe,4.0,4.0,96.169,13.0,Finished,56.0,20.0,29.157,Rain,17.84,85,3.09,0.0,2
355,2020,Sp,sa,Mc,7.0,6.0,81.771,8.0,+1 Lap,65.0,22.0,22.078,No rain,9.61,85,3.09,0.0,2
356,2022,Br,ke,,,,,,DNF,,1.0,51:03.613,No rain,4.18,97,2.28,0.0,2
357,2020,Ba,ga,Al,8.0,6.0,94.81700000000001,8.0,Finished,57.0,1.0,19:20.469,No rain,21.05,72,5.45,0.0,1
358,2020,Br,no,Mc,5.0,5.0,90.05799999999999,10.0,Finished,52.0,12.0,30.289,No rain,4.18,97,2.28,0.0,1
359,2024,La,zh,Sa,13.0,13.0,96.324,0.0,Finished,50.0,11.0,22.960,No rain,14.64,31,1.54,0.0,1
360,2019,Un,ve,Fe,2.0,20.0,102.16499999999999,0.0,DNF,7.0,,,Rain,17.84,85,3.09,0.0,0
361,2020,Ru,kv,Al,11.0,8.0,99.13300000000001,4.0,Finished,53.0,30.0,29.662,No rain,-0.89,51,7.0,0.0,1
362,2021,Po,ma,,,,,,DNF,,3.0,22.104,No rain,10.33,88,1.9,0.0,2
363,2020,Sa,st,Ra,10.0,3.0,,15.0,Finished,87.0,42.0,24.684,No rain,21.05,72,5.45,0.0,1
364,2023,Ba,bo,Al,12.0,8.0,97.37899999999999,4.0,Finished,57.0,29.0,25.643,No rain,21.05,72,5.45,0.0,2
365,2024,Ca,ha,Me,7.0,4.0,74.856,13.0,Finished,70.0,43.0,24.226,No rain,-4.97,57,6.69,0.0,2
366,2023,Au,ke,,,,,,DNF,,8.0,15:40.228,No rain,17.76,67,0.89,0.0,2
367,2023,Ja,sa,Fe,6.0,6.0,96.187,8.0,Finished,53.0,18.0,23.075,No rain,7.84,72,6.85,0.0,1
368,2019,Ca,pe,,,,,,DNF,,11.0,24.076,No rain,-4.97,57,6.69,0.0,1
369,2024,Du,oc,Al,15.0,15.0,75.39,0.0,+1 Lap,71.0,30.0,21.015,No rain,1.59,88,3.6,0.0,1
370,2021,Sp,gi,Al,14.0,15.0,82.80199999999999,0.0,+1 Lap,65.0,8.0,54.673,No rain,9.61,85,3.09,0.0,2
371,2020,Tu,al,Re,4.0,7.0,99.09899999999999,6.0,Finished,58.0,34.0,22.490,No rain,5.73,65,4.63,0.0,2
372,2023,Au,pi,Mc,13.0,16.0,69.862,0.0,+1 Lap,70.0,2.0,17.324,No rain,-2.06,86,1.54,0.0,1
373,2020,Ba,ma,,,,,,DNF,,20.0,24.622,No rain,21.05,72,5.45,0.0,2
374,2024,Em,sa,Fe,4.0,5.0,80.22,10.0,Finished,63.0,27.0,30.508,Rain,4.34,96,2.91,1.33,1
375,2020,Be,la,Wi,19.0,16.0,108.048,0.0,Finished,44.0,10.0,23.532,Rain,-1.91,100,2.57,0.0,2
376,2022,Sa,hu,,,,,,DNF,,37.0,21.425,No rain,26.03,53,2.06,0.0,1
377,2022,Ba,ma,,,,,,DNF,,30.0,24.937,No rain,21.05,72,5.45,0.0,2
378,2020,Ba,ga,Al,8.0,6.0,94.81700000000001,8.0,Finished,57.0,1.0,19:20.469,No rain,21.05,72,5.45,0.0,1
379,2024,Em,ga,Al,15.0,16.0,81.371,0.0,+1 Lap,62.0,8.0,30.081,Rain,4.34,96,2.91,1.33,2
380,2024,Sa,be,Fe,11.0,7.0,92.186,6.0,Finished,50.0,7.0,22.457,No rain,26.03,53,2.06,0.0,1
381,2022,Me,st,As,20.0,15.0,82.463,0.0,+1 Lap,70.0,40.0,23.119,No rain,23.88,23,4.12,0.0,2
382,2022,Ja,mi,,,,,,DNF,,2.0,6:40.857,No rain,7.84,72,6.85,0.0,1
383,2021,Hu,la,Wi,18.0,7.0,82.831,6.0,Finished,70.0,3.0,39.081,No rain,1.26,70,3.09,0.0,2
384,2019,Br,ha,Me,3.0,7.0,71.082,6.0,Finished,71.0,43.0,23.088,No rain,21.25,86,4.63,0.0,2
385,2020,Ru,pe,,,,,,DNF,,20.0,29.602,No rain,-0.89,51,7.0,0.0,1
386,2021,St,la,Wi,16.0,17.0,70.104,0.0,DNF,68.0,25.0,21.953,No rain,-2.06,86,1.54,0.0,2
387,2021,It,oc,Al,12.0,10.0,85.566,1.0,Finished,53.0,26.0,30.333,Rain,5.0,87,0.45,1.0,1
388,2022,Au,oc,Al,6.0,5.0,69.559,10.0,Finished,71.0,44.0,22.109,No rain,-2.06,86,1.54,0.0,2
389,2022,Un,mi,,,,,,DNF,,18.0,25.209,Rain,17.84,85,3.09,0.0,2
390,2022,Sp,ke,,,,,,DNF,,1.0,29.632,No rain,9.61,85,3.09,0.0,2
391,2020,Tu,ha,Me,6.0,1.0,99.413,25.0,Finished,58.0,8.0,23.860,No rain,5.73,65,4.63,0.0,1
392,2020,Sa,pi,,,,,,DNF,,31.0,27.681,No rain,21.05,72,5.45,0.0,2
393,2021,Hu,mi,,,,,,DNF,,3.0,36.813,No rain,1.26,70,3.09,0.0,2
394,2019,Mo,hu,,,,,,DNF,,9.0,25.532,No rain,11.92,73,3.6,0.0,1
395,2023,Mo,sa,Fe,4.0,8.0,76.449,4.0,Finished,78.0,33.0,24.252,No rain,11.92,73,3.6,0.0,1
396,2020,Be,pe,,,,,,DNF,,18.0,23.175,Rain,-1.91,100,2.57,0.0,1
397,2022,Au,ha,Me,5.0,4.0,81.886,12.0,Finished,58.0,22.0,17.877,No rain,17.76,67,0.89,0.0,1
398,2022,Ca,sa,Fe,3.0,2.0,75.749,19.0,Finished,70.0,20.0,24.215,No rain,-4.97,57,6.69,0.0,2
399,2021,Ru,ts,Al,12.0,17.0,99.96000000000001,0.0,+1 Lap,52.0,13.0,30.112,No rain,-0.89,51,7.0,0.0,2
400,2023,Sp,ma,,,,,,DNF,,26.0,22.241,No rain,9.61,85,3.09,0.0,1
401,2022,Be,ru,Me,5.0,4.0,110.793,12.0,Finished,44.0,29.0,22.977,Rain,-1.91,100,2.57,0.0,2
402,2020,Sp,ri,Re,13.0,11.0,82.464,0.0,+1 Lap,65.0,35.0,21.837,No rain,9.61,85,3.09,0.0,1
403,2023,Ba,le,Fe,3.0,19.0,97.17,0.0,DNF,39.0,13.0,24.345,No rain,21.05,72,5.45,0.0,1
404,2020,70,bo,Me,1.0,3.0,89.765,15.0,Finished,52.0,13.0,28.408,No rain,4.18,97,2.28,0.0,1
405,2024,Un,ke,,,,,,DNF,,38.0,24.087,Rain,17.84,85,3.09,0.0,2
406,2019,Ge,ke,,,,,,DNF,,8.0,21.106,No rain,0.22,86,0.0,0.0,2
407,2022,Sã,le,Fe,5.0,4.0,74.253,12.0,Finished,71.0,7.0,30.080,No rain,21.25,86,4.63,0.0,3
408,2022,Sp,pe,,,,,,DNF,,17.0,22.032,No rain,9.61,85,3.09,0.0,1
409,2023,La,bo,Al,7.0,17.0,97.562,0.0,Finished,50.0,24.0,21.575,No rain,14.64,31,1.54,0.0,2
410,2021,Mo,ha,Me,7.0,7.0,72.909,7.0,Finished,78.0,29.0,23.783,No rain,11.92,73,3.6,0.0,2
411,2022,Ca,ma,,,,,,DNF,,9.0,24.217,No rain,-4.97,57,6.69,0.0,2
412,2023,Be,ke,,,,,,DNF,,5.0,23.638,Rain,-1.91,100,2.57,0.0,2
413,2019,Ca,pe,,,,,,DNF,,11.0,24.076,No rain,-4.97,57,6.69,0.0,1
414,2024,Az,ma,,,,,,DNF,,49.0,20.725,Rain,4.97,75,12.35,0.0,2
415,2023,Ba,hu,,,,,,DNF,,11.0,26.075,No rain,21.05,72,5.45,0.0,2
416,2021,Ru,pe,,,,,,DNF,,36.0,36.026,No rain,-0.89,51,7.0,0.0,1
417,2024,Si,ha,Me,3.0,6.0,97.393,8.0,Finished,62.0,17.0,29.272,No rain,26.92,87,1.03,0.0,1
418,2019,Br,ma,,,,,,DNF,,13.0,27.827,No rain,4.18,97,2.28,0.0,2
419,2022,Be,sa,Fe,1.0,3.0,111.977,15.0,Finished,44.0,25.0,22.750,Rain,-1.91,100,2.57,0.0,2
420,2019,Me,le,Fe,1.0,4.0,79.232,13.0,Finished,71.0,15.0,22.002,No rain,23.88,23,4.12,0.0,2
421,2019,Br,st,Ra,18.0,13.0,89.39,0.0,Finished,52.0,13.0,30.400,No rain,4.18,97,2.28,0.0,2
422,2022,Ja,ru,Me,8.0,8.0,107.00399999999999,4.0,Finished,28.0,2.0,6:41.057,No rain,7.84,72,6.85,0.0,2
423,2021,Un,ma,Ha,17.0,17.0,102.886,0.0,+2 Laps,54.0,24.0,24.611,Rain,17.84,85,3.09,0.0,2
424,2023,Au,oc,Al,11.0,14.0,81.203,0.0,DNF,56.0,8.0,15:37.929,No rain,17.76,67,0.89,0.0,2
425,2023,Me,al,Wi,14.0,9.0,82.773,2.0,Finished,71.0,33.0,23.680,No rain,23.88,23,4.12,0.0,1
426,2020,Ei,kv,Al,13.0,15.0,92.214,0.0,Finished,60.0,17.0,30.826,No rain,-2.31,93,3.09,0.0,1
427,2020,Au,no,Mc,3.0,3.0,67.475,16.0,Finished,71.0,51.0,21.921,No rain,-2.06,86,1.54,0.0,3
